Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
09/02/2020,Napoli,Lecce,2,3,A
09/02/2020,Brescia,Udinese,1,1,D
09/02/2020,Parma,Lazio,0,1,A
09/02/2020,Inter,AC Milan,4,2,H
15/02/2020,Lecce,SPAL,2,1,H
15/02/2020,Bologna,Genoa,0,3,A
15/02/2020,Atalanta,AS Roma,2,1,H
16/02/2020,Udinese,Hellas Verona,0,0,D
16/02/2020,Juventus,Brescia,2,0,H
16/02/2020,Sampdoria,Fiorentina,1,5,A
16/02/2020,Sassuolo,Parma,0,1,A
16/02/2020,Cagliari,Napoli,0,1,A
16/02/2020,Lazio,Inter,2,1,H
17/02/2020,AC Milan,Torino,1,0,H
21/02/2020,Brescia,Napoli,1,2,A
22/02/2020,Bologna,Udinese,1,1,D
22/02/2020,SPAL,Juventus,1,2,A
22/02/2020,Fiorentina,AC Milan,1,1,D
23/02/2020,Genoa,Lazio,2,3,A
23/02/2020,AS Roma,Lecce,4,0,H
20/06/2020,Torino,Parma,1,1,D
20/06/2020,Hellas Verona,Cagliari,2,1,H
21/06/2020,Atalanta,Sassuolo,4,1,H
21/06/2020,Inter,Sampdoria,2,1,H
29/02/2020,Lazio,Bologna,2,0,H
29/02/2020,Napoli,Torino,2,1,H
01/03/2020,Lecce,Atalanta,2,7,A
01/03/2020,Cagliari,AS Roma,3,4,A
08/03/2020,Parma,SPAL,0,1,A
08/03/2020,AC Milan,Genoa,1,2,A
08/03/2020,Sampdoria,Hellas Verona,2,1,H
08/03/2020,Udinese,Fiorentina,0,0,D
08/03/2020,Juventus,Inter,2,0,H
09/03/2020,Sassuolo,Brescia,3,0,H
22/06/2020,Fiorentina,Brescia,1,1,D
22/06/2020,Lecce,AC Milan,1,4,A
22/06/2020,Bologna,Juventus,0,2,A
23/06/2020,SPAL,Cagliari,0,1,A
23/06/2020,Hellas Verona,Napoli,0,2,A
23/06/2020,Genoa,Parma,1,4,A
23/06/2020,Torino,Udinese,1,0,H
24/06/2020,Inter,Sassuolo,3,3,D
24/06/2020,Atalanta,Lazio,3,2,H
24/06/2020,AS Roma,Sampdoria,2,1,H
26/06/2020,Juventus,Lecce,4,0,H
27/06/2020,Brescia,Genoa,2,2,D
27/06/2020,Cagliari,Torino,4,2,H
27/06/2020,Lazio,Fiorentina,2,1,H
28/06/2020,AC Milan,AS Roma,2,0,H
28/06/2020,Udinese,Atalanta,2,3,A
28/06/2020,Sampdoria,Bologna,1,2,A
28/06/2020,Sassuolo,Hellas Verona,3,3,D
28/06/2020,Napoli,SPAL,3,1,H
28/06/2020,Parma,Inter,1,2,A
30/06/2020,Torino,Lazio,1,2,A
30/06/2020,Genoa,Juventus,1,3,A
01/07/2020,Inter,Brescia,6,0,H
01/07/2020,Bologna,Cagliari,1,1,D
01/07/2020,SPAL,AC Milan,2,2,D
01/07/2020,Hellas Verona,Parma,3,2,H
01/07/2020,Lecce,Sampdoria,1,2,A
01/07/2020,Fiorentina,Sassuolo,1,3,A
02/07/2020,Atalanta,Napoli,2,0,H
02/07/2020,AS Roma,Udinese,0,2,A
04/07/2020,Juventus,Torino,4,1,H
04/07/2020,Sassuolo,Lecce,4,2,H
04/07/2020,Lazio,AC Milan,0,3,A
05/07/2020,Inter,Bologna,1,2,A
05/07/2020,Cagliari,Atalanta,0,1,A
05/07/2020,Parma,Fiorentina,1,2,A
05/07/2020,Udinese,Genoa,2,2,D
05/07/2020,Brescia,Hellas Verona,2,0,H
05/07/2020,Sampdoria,SPAL,3,0,H
05/07/2020,Napoli,AS Roma,2,1,H
07/07/2020,Lecce,Lazio,2,1,H
07/07/2020,AC Milan,Juventus,4,2,H
08/07/2020,Fiorentina,Cagliari,0,0,D
08/07/2020,Genoa,Napoli,1,2,A
08/07/2020,Torino,Brescia,3,1,H
08/07/2020,AS Roma,Parma,2,1,H
08/07/2020,Atalanta,Sampdoria,2,0,H
08/07/2020,Bologna,Sassuolo,1,2,A
09/07/2020,SPAL,Udinese,0,3,A
09/07/2020,Hellas Verona,Inter,2,2,D
11/07/2020,Lazio,Sassuolo,1,2,A
11/07/2020,Brescia,AS Roma,0,3,A
11/07/2020,Juventus,Atalanta,2,2,D
12/07/2020,Genoa,SPAL,2,0,H
12/07/2020,Parma,Bologna,2,2,D
12/07/2020,Fiorentina,Hellas Verona,1,1,D
12/07/2020,Cagliari,Lecce,0,0,D
12/07/2020,Udinese,Sampdoria,1,3,A
12/07/2020,Napoli,AC Milan,2,2,D
13/07/2020,Inter,Torino,3,1,H
14/07/2020,Atalanta,Brescia,6,2,H
15/07/2020,Sampdoria,Cagliari,3,0,H
15/07/2020,Bologna,Napoli,1,1,D
15/07/2020,AC Milan,Parma,3,1,H
15/07/2020,Lecce,Fiorentina,1,3,A
15/07/2020,AS Roma,Hellas Verona,2,1,H
15/07/2020,Sassuolo,Juventus,3,3,D
15/07/2020,Udinese,Lazio,0,0,D
16/07/2020,Torino,Genoa,3,0,H
16/07/2020,SPAL,Inter,0,4,A
18/07/2020,Hellas Verona,Atalanta,1,1,D
18/07/2020,Cagliari,Sassuolo,1,1,D
18/07/2020,AC Milan,Bologna,5,1,H
19/07/2020,Parma,Sampdoria,2,3,A
19/07/2020,Genoa,Lecce,2,1,H
19/07/2020,Brescia,SPAL,2,1,H
19/07/2020,Fiorentina,Torino,2,0,H
19/07/2020,Napoli,Udinese,2,1,H
19/07/2020,AS Roma,Inter,2,2,D
20/07/2020,Juventus,Lazio,2,1,H
21/07/2020,Atalanta,Bologna,1,0,H
21/07/2020,Sassuolo,AC Milan,1,2,A
22/07/2020,Parma,Napoli,2,1,H
22/07/2020,Lecce,Brescia,3,1,H
22/07/2020,Inter,Fiorentina,0,0,D
22/07/2020,Sampdoria,Genoa,1,2,A
22/07/2020,Torino,Hellas Verona,1,1,D
22/07/2020,SPAL,AS Roma,1,6,A
23/07/2020,Udinese,Juventus,2,1,H
23/07/2020,Lazio,Cagliari,2,1,H
24/07/2020,AC Milan,Atalanta,1,1,D
25/07/2020,Brescia,Parma,1,2,A
25/07/2020,Genoa,Inter,0,3,A
25/07/2020,Napoli,Sassuolo,2,0,H
26/07/2020,Bologna,Lecce,3,2,H
26/07/2020,AS Roma,Fiorentina,2,1,H
26/07/2020,Hellas Verona,Lazio,1,5,A
26/07/2020,SPAL,Torino,1,1,D
26/07/2020,Cagliari,Udinese,0,1,A
26/07/2020,Juventus,Sampdoria,2,0,H
28/07/2020,Parma,Atalanta,1,2,A
28/07/2020,Inter,Napoli,2,0,H
29/07/2020,Lazio,Brescia,2,0,H
29/07/2020,Sassuolo,Genoa,5,0,H
29/07/2020,Udinese,Lecce,1,2,A
29/07/2020,Sampdoria,AC Milan,1,4,A
29/07/2020,Hellas Verona,SPAL,3,0,H
29/07/2020,Fiorentina,Bologna,4,0,H
29/07/2020,Cagliari,Juventus,2,0,H
29/07/2020,Torino,AS Roma,2,3,A
01/08/2019,Brescia,Sampdoria,1,1,D
01/08/2019,AC Milan,Cagliari,3,0,H
01/08/2019,Atalanta,Inter,0,2,A
01/08/2019,Napoli,Lazio,3,1,H
01/08/2019,Juventus,AS Roma,1,3,A
02/08/2019,SPAL,Fiorentina,1,3,A
02/08/2019,Genoa,Hellas Verona,3,0,H
02/08/2019,Lecce,Parma,3,4,A
02/08/2019,Bologna,Torino,1,1,D
02/08/2019,Sassuolo,Udinese,0,1,A
19/09/2020,Fiorentina,Torino,1,0,H
19/09/2020,Hellas Verona,AS Roma,3,0,H
20/09/2020,Parma,Napoli,0,2,A
20/09/2020,Genoa,Crotone,4,1,H
20/09/2020,Sassuolo,Cagliari,1,1,D
20/09/2020,Juventus,Sampdoria,3,0,H
21/09/2020,AC Milan,Bologna,2,0,H
26/09/2020,Torino,Atalanta,2,4,A
26/09/2020,Sampdoria,Benevento,2,3,A
26/09/2020,Cagliari,Lazio,0,2,A
26/09/2020,Inter,Fiorentina,4,3,H
27/09/2020,Spezia,Sassuolo,1,4,A
27/09/2020,Hellas Verona,Udinese,1,0,H
27/09/2020,Napoli,Genoa,6,0,H
27/09/2020,Crotone,AC Milan,0,2,A
27/09/2020,AS Roma,Juventus,2,2,D
28/09/2020,Bologna,Parma,4,1,H
30/09/2020,Udinese,Spezia,0,2,A
30/09/2020,Benevento,Inter,2,5,A
30/09/2020,Lazio,Atalanta,1,4,A
02/10/2020,Fiorentina,Sampdoria,1,2,A
03/10/2020,Sassuolo,Crotone,4,1,H
03/10/2020,Udinese,AS Roma,0,1,A
04/10/2020,Atalanta,Cagliari,5,2,H
04/10/2020,Lazio,Inter,1,1,D
04/10/2020,Parma,Hellas Verona,1,0,H
04/10/2020,Benevento,Bologna,1,0,H
04/10/2020,AC Milan,Spezia,3,0,H
17/10/2020,Napoli,Atalanta,4,1,H
17/10/2020,Inter,AC Milan,1,2,A
17/10/2020,Sampdoria,Lazio,3,0,H
17/10/2020,Crotone,Juventus,1,1,D
18/10/2020,Bologna,Sassuolo,3,4,A
18/10/2020,Torino,Cagliari,2,3,A
18/10/2020,Spezia,Fiorentina,2,2,D
18/10/2020,Udinese,Parma,3,2,H
18/10/2020,AS Roma,Benevento,5,2,H
19/10/2020,Hellas Verona,Genoa,0,0,D
23/10/2020,Sassuolo,Torino,3,3,D
24/10/2020,Atalanta,Sampdoria,1,3,A
24/10/2020,Genoa,Inter,0,2,A
24/10/2020,Lazio,Bologna,2,1,H
25/10/2020,Cagliari,Crotone,4,2,H
25/10/2020,Parma,Spezia,2,2,D
25/10/2020,Benevento,Napoli,1,2,A
25/10/2020,Fiorentina,Udinese,3,2,H
25/10/2020,Juventus,Hellas Verona,1,1,D
26/10/2020,AC Milan,AS Roma,3,3,D
31/10/2020,Crotone,Atalanta,1,2,A
31/10/2020,Inter,Parma,2,2,D
31/10/2020,Bologna,Cagliari,3,2,H
01/11/2020,Udinese,AC Milan,1,2,A
01/11/2020,Torino,Lazio,3,4,A
01/11/2020,Spezia,Juventus,1,4,A
01/11/2020,Napoli,Sassuolo,0,2,A
01/11/2020,AS Roma,Fiorentina,2,0,H
01/11/2020,Sampdoria,Genoa,1,1,D
02/11/2020,Hellas Verona,Benevento,3,1,H
04/11/2020,Genoa,Torino,1,2,A
06/11/2020,Sassuolo,Udinese,0,0,D
07/11/2020,Cagliari,Sampdoria,2,0,H
07/11/2020,Benevento,Spezia,0,3,A
07/11/2020,Parma,Fiorentina,0,0,D
08/11/2020,Lazio,Juventus,1,1,D
08/11/2020,Atalanta,Inter,1,1,D
08/11/2020,Torino,Crotone,0,0,D
08/11/2020,Genoa,AS Roma,1,3,A
08/11/2020,Bologna,Napoli,0,1,A
08/11/2020,AC Milan,Hellas Verona,2,2,D
21/11/2020,Crotone,Lazio,0,2,A
21/11/2020,Spezia,Atalanta,0,0,D
21/11/2020,Juventus,Cagliari,2,0,H
22/11/2020,Fiorentina,Benevento,0,1,A
22/11/2020,Inter,Torino,4,2,H
22/11/2020,AS Roma,Parma,3,0,H
22/11/2020,Sampdoria,Bologna,1,2,A
22/11/2020,Hellas Verona,Sassuolo,0,2,A
22/11/2020,Udinese,Genoa,1,0,H
22/11/2020,Napoli,AC Milan,1,3,A
28/11/2020,Sassuolo,Inter,0,3,A
28/11/2020,Benevento,Juventus,1,1,D
28/11/2020,Atalanta,Hellas Verona,0,2,A
29/11/2020,Lazio,Udinese,1,3,A
29/11/2020,AC Milan,Fiorentina,2,0,H
29/11/2020,Bologna,Crotone,1,0,H
29/11/2020,Cagliari,Spezia,2,2,D
29/11/2020,Napoli,AS Roma,4,0,H
30/11/2020,Torino,Sampdoria,2,2,D
30/11/2020,Genoa,Parma,1,2,A
05/12/2020,Spezia,Lazio,1,2,A
05/12/2020,Juventus,Torino,2,1,H
05/12/2020,Inter,Bologna,3,1,H
06/12/2020,Hellas Verona,Cagliari,1,1,D
06/12/2020,AS Roma,Sassuolo,0,0,D
06/12/2020,Parma,Benevento,0,0,D
06/12/2020,Crotone,Napoli,0,4,A
06/12/2020,Sampdoria,AC Milan,1,2,A
07/12/2020,Fiorentina,Genoa,1,1,D
11/12/2020,Sassuolo,Benevento,1,0,H
12/12/2020,Crotone,Spezia,4,1,H
12/12/2020,Torino,Udinese,2,3,A
12/12/2020,Lazio,Hellas Verona,1,2,A
13/12/2020,Cagliari,Inter,1,3,A
13/12/2020,Napoli,Sampdoria,2,1,H
13/12/2020,Atalanta,Fiorentina,3,0,H
13/12/2020,Bologna,AS Roma,1,5,A
13/12/2020,Genoa,Juventus,1,3,A
13/12/2020,AC Milan,Parma,2,2,D
15/12/2020,Udinese,Crotone,0,0,D
15/12/2020,Benevento,Lazio,1,1,D
16/12/2020,Juventus,Atalanta,1,1,D
16/12/2020,Inter,Napoli,1,0,H
16/12/2020,Fiorentina,Sassuolo,1,1,D
16/12/2020,Parma,Cagliari,0,0,D
16/12/2020,Genoa,AC Milan,2,2,D
16/12/2020,Spezia,Bologna,2,2,D
16/12/2020,Hellas Verona,Sampdoria,1,2,A
17/12/2020,AS Roma,Torino,3,1,H
19/12/2020,Fiorentina,Hellas Verona,1,1,D
19/12/2020,Sampdoria,Crotone,3,1,H
19/12/2020,Parma,Juventus,0,4,A
20/12/2020,Torino,Bologna,1,1,D
20/12/2020,Inter,Spezia,2,1,H
20/12/2020,Cagliari,Udinese,1,1,D
20/12/2020,Sassuolo,AC Milan,1,2,A
20/12/2020,Benevento,Genoa,2,0,H
20/12/2020,Atalanta,AS Roma,4,1,H
20/12/2020,Lazio,Napoli,2,0,H
22/12/2020,Crotone,Parma,2,1,H
22/12/2020,Juventus,Fiorentina,0,3,A
23/12/2020,Hellas Verona,Inter,1,2,A
23/12/2020,Napoli,Torino,1,1,D
23/12/2020,AS Roma,Cagliari,3,2,H
23/12/2020,AC Milan,Lazio,3,2,H
23/12/2020,Udinese,Benevento,0,2,A
23/12/2020,Sampdoria,Sassuolo,2,3,A
23/12/2020,Bologna,Atalanta,2,2,D
23/12/2020,Spezia,Genoa,1,2,A
03/01/2021,Inter,Crotone,6,2,H
03/01/2021,Fiorentina,Bologna,0,0,D
03/01/2021,AS Roma,Sampdoria,1,0,H
03/01/2021,Parma,Torino,0,3,A
03/01/2021,Atalanta,Sassuolo,5,1,H
03/01/2021,Cagliari,Napoli,1,4,A
03/01/2021,Genoa,Lazio,1,1,D
03/01/2021,Spezia,Hellas Verona,0,1,A
03/01/2021,Benevento,AC Milan,0,2,A
03/01/2021,Juventus,Udinese,4,1,H
06/01/2021,Cagliari,Benevento,1,2,A
06/01/2021,Lazio,Fiorentina,2,1,H
06/01/2021,Sampdoria,Inter,2,1,H
06/01/2021,Torino,Hellas Verona,1,1,D
06/01/2021,Bologna,Udinese,2,2,D
06/01/2021,Sassuolo,Genoa,2,1,H
06/01/2021,Crotone,AS Roma,1,3,A
06/01/2021,Atalanta,Parma,3,0,H
06/01/2021,Napoli,Spezia,1,2,A
06/01/2021,AC Milan,Juventus,1,3,A
09/01/2021,Benevento,Atalanta,1,4,A
09/01/2021,Genoa,Bologna,2,0,H
09/01/2021,AC Milan,Torino,2,0,H
10/01/2021,AS Roma,Inter,2,2,D
10/01/2021,Parma,Lazio,0,2,A
10/01/2021,Udinese,Napoli,1,2,A
10/01/2021,Hellas Verona,Crotone,2,1,H
10/01/2021,Fiorentina,Cagliari,1,0,H
10/01/2021,Juventus,Sassuolo,3,1,H
11/01/2021,Spezia,Sampdoria,2,1,H
15/01/2021,Lazio,AS Roma,3,0,H
16/01/2021,Bologna,Hellas Verona,1,0,H
16/01/2021,Torino,Spezia,0,0,D
16/01/2021,Sampdoria,Udinese,2,1,H
17/01/2021,Napoli,Fiorentina,6,0,H
17/01/2021,Sassuolo,Parma,1,1,D
17/01/2021,Crotone,Benevento,4,1,H
17/01/2021,Atalanta,Genoa,0,0,D
17/01/2021,Inter,Juventus,2,0,H
18/01/2021,Cagliari,AC Milan,0,2,A
20/01/2021,Udinese,Atalanta,1,1,D
22/01/2021,Benevento,Torino,2,2,D
23/01/2021,AS Roma,Spezia,4,3,H
23/01/2021,AC Milan,Atalanta,0,3,A
23/01/2021,Udinese,Inter,0,0,D
23/01/2021,Fiorentina,Crotone,2,1,H
24/01/2021,Juventus,Bologna,2,0,H
24/01/2021,Genoa,Cagliari,1,0,H
24/01/2021,Hellas Verona,Napoli,3,1,H
24/01/2021,Lazio,Sassuolo,2,1,H
24/01/2021,Parma,Sampdoria,0,2,A
29/01/2021,Torino,Fiorentina,1,1,D
30/01/2021,Bologna,AC Milan,1,2,A
30/01/2021,Sampdoria,Juventus,0,2,A
30/01/2021,Inter,Benevento,4,0,H
31/01/2021,Spezia,Udinese,0,1,A
31/01/2021,Atalanta,Lazio,1,3,A
31/01/2021,Cagliari,Sassuolo,1,1,D
31/01/2021,Crotone,Genoa,0,3,A
31/01/2021,Napoli,Parma,2,0,H
31/01/2021,AS Roma,Hellas Verona,3,1,H
05/02/2021,Fiorentina,Inter,0,2,A
06/02/2021,Atalanta,Torino,3,3,D
06/02/2021,Sassuolo,Spezia,1,2,A
06/02/2021,Juventus,AS Roma,2,0,H
06/02/2021,Genoa,Napoli,2,1,H
07/02/2021,Benevento,Sampdoria,1,1,D
07/02/2021,AC Milan,Crotone,4,0,H
07/02/2021,Udinese,Hellas Verona,2,0,H
07/02/2021,Parma,Bologna,0,3,A
07/02/2021,Lazio,Cagliari,1,0,H
12/02/2021,Bologna,Benevento,1,1,D
13/02/2021,Torino,Genoa,0,0,D
13/02/2021,Napoli,Juventus,1,0,H
13/02/2021,Spezia,AC Milan,2,0,H
14/02/2021,AS Roma,Udinese,3,0,H
14/02/2021,Sampdoria,Fiorentina,2,1,H
14/02/2021,Cagliari,Atalanta,0,1,A
14/02/2021,Crotone,Sassuolo,1,2,A
14/02/2021,Inter,Lazio,3,1,H
15/02/2021,Hellas Verona,Parma,2,1,H
19/02/2021,Fiorentina,Spezia,3,0,H
19/02/2021,Cagliari,Torino,0,1,A
20/02/2021,Lazio,Sampdoria,1,0,H
20/02/2021,Genoa,Hellas Verona,2,2,D
20/02/2021,Sassuolo,Bologna,1,1,D
21/02/2021,Parma,Udinese,2,2,D
21/02/2021,AC Milan,Inter,0,3,A
21/02/2021,Atalanta,Napoli,4,2,H
21/02/2021,Benevento,AS Roma,0,0,D
22/02/2021,Juventus,Crotone,3,0,H
27/02/2021,Spezia,Parma,2,2,D
27/02/2021,Bologna,Lazio,2,0,H
27/02/2021,Hellas Verona,Juventus,1,1,D
28/02/2021,Sampdoria,Atalanta,0,2,A
28/02/2021,Inter,Genoa,3,0,H
28/02/2021,Udinese,Fiorentina,1,0,H
28/02/2021,Crotone,Cagliari,0,2,A
28/02/2021,Napoli,Benevento,2,0,H
28/02/2021,AS Roma,AC Milan,1,2,A
02/03/2021,Juventus,Spezia,3,0,H
03/03/2021,Sassuolo,Napoli,3,3,D
03/03/2021,Fiorentina,AS Roma,1,2,A
03/03/2021,AC Milan,Udinese,1,1,D
03/03/2021,Atalanta,Crotone,5,1,H
03/03/2021,Cagliari,Bologna,1,0,H
03/03/2021,Genoa,Sampdoria,1,1,D
03/03/2021,Benevento,Hellas Verona,0,3,A
04/03/2021,Parma,Inter,1,2,A
06/03/2021,Spezia,Benevento,1,1,D
06/03/2021,Udinese,Sassuolo,2,0,H
06/03/2021,Juventus,Lazio,3,1,H
07/03/2021,AS Roma,Genoa,1,0,H
07/03/2021,Fiorentina,Parma,3,3,D
07/03/2021,Hellas Verona,AC Milan,0,2,A
07/03/2021,Crotone,Torino,4,2,H
07/03/2021,Sampdoria,Cagliari,2,2,D
07/03/2021,Napoli,Bologna,3,1,H
08/03/2021,Inter,Atalanta,1,0,H
12/03/2021,Lazio,Crotone,3,2,H
12/03/2021,Atalanta,Spezia,3,1,H
13/03/2021,Sassuolo,Hellas Verona,3,2,H
13/03/2021,Benevento,Fiorentina,1,4,A
13/03/2021,Genoa,Udinese,1,1,D
14/03/2021,Bologna,Sampdoria,3,1,H
14/03/2021,Parma,AS Roma,2,0,H
14/03/2021,Torino,Inter,1,2,A
14/03/2021,Cagliari,Juventus,1,3,A
14/03/2021,AC Milan,Napoli,0,1,A
17/03/2021,Torino,Sassuolo,3,2,H
19/03/2021,Parma,Genoa,1,2,A
20/03/2021,Crotone,Bologna,2,3,A
20/03/2021,Spezia,Cagliari,2,1,H
21/03/2021,Hellas Verona,Atalanta,0,2,A
21/03/2021,Juventus,Benevento,0,1,A
21/03/2021,Udinese,Lazio,0,1,A
21/03/2021,Sampdoria,Torino,1,0,H
21/03/2021,Fiorentina,AC Milan,2,3,A
21/03/2021,AS Roma,Napoli,0,2,A
03/04/2021,AC Milan,Sampdoria,1,1,D
03/04/2021,Napoli,Crotone,4,3,H
03/04/2021,Lazio,Spezia,2,1,H
03/04/2021,Atalanta,Udinese,3,2,H
03/04/2021,Cagliari,Hellas Verona,0,2,A
03/04/2021,Genoa,Fiorentina,1,1,D
03/04/2021,Sassuolo,AS Roma,2,2,D
03/04/2021,Benevento,Parma,2,2,D
03/04/2021,Torino,Juventus,2,2,D
03/04/2021,Bologna,Inter,0,1,A
07/04/2021,Inter,Sassuolo,2,1,H
07/04/2021,Juventus,Napoli,2,1,H
10/04/2021,Spezia,Crotone,3,2,H
10/04/2021,Parma,AC Milan,1,3,A
10/04/2021,Udinese,Torino,0,1,A
11/04/2021,Inter,Cagliari,1,0,H
11/04/2021,Juventus,Genoa,3,1,H
11/04/2021,Sampdoria,Napoli,0,2,A
11/04/2021,Hellas Verona,Lazio,0,1,A
11/04/2021,AS Roma,Bologna,1,0,H
11/04/2021,Fiorentina,Atalanta,2,3,A
12/04/2021,Benevento,Sassuolo,0,1,A
17/04/2021,Sampdoria,Hellas Verona,3,1,H
17/04/2021,Crotone,Udinese,1,2,A
17/04/2021,Sassuolo,Fiorentina,3,1,H
17/04/2021,Cagliari,Parma,4,3,H
18/04/2021,AC Milan,Genoa,2,1,H
18/04/2021,Lazio,Benevento,5,3,H
18/04/2021,Atalanta,Juventus,1,0,H
18/04/2021,Bologna,Spezia,4,1,H
18/04/2021,Torino,AS Roma,3,1,H
18/04/2021,Napoli,Inter,1,1,D
20/04/2021,Hellas Verona,Fiorentina,1,2,A
21/04/2021,AC Milan,Sassuolo,1,2,A
21/04/2021,Juventus,Parma,3,1,H
21/04/2021,Udinese,Cagliari,0,1,A
21/04/2021,Bologna,Torino,1,1,D
21/04/2021,Genoa,Benevento,2,2,D
21/04/2021,Spezia,Inter,1,1,D
21/04/2021,Crotone,Sampdoria,0,1,A
22/04/2021,AS Roma,Atalanta,1,1,D
22/04/2021,Napoli,Lazio,5,2,H
24/04/2021,Genoa,Spezia,2,0,H
24/04/2021,Parma,Crotone,3,4,A
24/04/2021,Sassuolo,Sampdoria,1,0,H
25/04/2021,Benevento,Udinese,2,4,A
25/04/2021,Inter,Hellas Verona,1,0,H
25/04/2021,Fiorentina,Juventus,1,1,D
25/04/2021,Cagliari,AS Roma,3,2,H
25/04/2021,Atalanta,Bologna,5,0,H
26/04/2021,Torino,Napoli,0,2,A
26/04/2021,Lazio,AC Milan,3,0,H
01/05/2021,Hellas Verona,Spezia,1,1,D
01/05/2021,Crotone,Inter,0,2,A
01/05/2021,AC Milan,Benevento,2,0,H
02/05/2021,Lazio,Genoa,4,3,H
02/05/2021,Napoli,Cagliari,1,1,D
02/05/2021,Bologna,Fiorentina,3,3,D
02/05/2021,Sassuolo,Atalanta,1,1,D
02/05/2021,Udinese,Juventus,1,2,A
02/05/2021,Sampdoria,AS Roma,2,0,H
03/05/2021,Torino,Parma,1,0,H
08/05/2021,Udinese,Bologna,1,1,D
08/05/2021,Spezia,Napoli,1,4,A
08/05/2021,Inter,Sampdoria,5,1,H
08/05/2021,Fiorentina,Lazio,2,0,H
09/05/2021,Genoa,Sassuolo,1,2,A
09/05/2021,Parma,Atalanta,2,5,A
09/05/2021,Hellas Verona,Torino,1,1,D
09/05/2021,Benevento,Cagliari,1,3,A
09/05/2021,AS Roma,Crotone,5,0,H
09/05/2021,Juventus,AC Milan,0,3,A
11/05/2021,Napoli,Udinese,5,1,H
12/05/2021,Cagliari,Fiorentina,0,0,D
12/05/2021,Lazio,Parma,1,0,H
12/05/2021,Atalanta,Benevento,2,0,H
12/05/2021,Sampdoria,Spezia,2,2,D
12/05/2021,Torino,AC Milan,0,7,A
12/05/2021,Bologna,Genoa,0,2,A
12/05/2021,Sassuolo,Juventus,1,3,A
12/05/2021,Inter,AS Roma,3,1,H
13/05/2021,Crotone,Hellas Verona,2,1,H
15/05/2021,Genoa,Atalanta,3,4,A
15/05/2021,Spezia,Torino,4,1,H
15/05/2021,Juventus,Inter,3,2,H
15/05/2021,AS Roma,Lazio,2,0,H
16/05/2021,Fiorentina,Napoli,0,2,A
16/05/2021,Udinese,Sampdoria,0,1,A
16/05/2021,Benevento,Crotone,1,1,D
16/05/2021,Parma,Sassuolo,1,3,A
16/05/2021,AC Milan,Cagliari,0,0,D
17/05/2021,Hellas Verona,Bologna,2,2,D
18/05/2021,Lazio,Torino,0,0,D
22/05/2021,Sampdoria,Parma,3,0,H
22/05/2021,Cagliari,Genoa,0,1,A
22/05/2021,Crotone,Fiorentina,0,0,D
23/05/2021,Inter,Udinese,5,1,H
23/05/2021,Napoli,Hellas Verona,1,1,D
23/05/2021,Atalanta,AC Milan,0,2,A
23/05/2021,Torino,Benevento,1,1,D
23/05/2021,Bologna,Juventus,1,4,A
23/05/2021,Spezia,AS Roma,2,2,D
23/05/2021,Sassuolo,Lazio,2,0,H
21/08/2021,Inter,Genoa,4,0,H
21/08/2021,Hellas Verona,Sassuolo,2,3,A
21/08/2021,Torino,Atalanta,1,2,A
21/08/2021,Empoli,Lazio,1,3,A
22/08/2021,Udinese,Juventus,2,2,D
22/08/2021,Bologna,Salernitana,3,2,H
22/08/2021,AS Roma,Fiorentina,3,1,H
22/08/2021,Napoli,Venezia,2,0,H
23/08/2021,Cagliari,Spezia,2,2,D
23/08/2021,Sampdoria,AC Milan,0,1,A
27/08/2021,Udinese,Venezia,3,0,H
27/08/2021,Hellas Verona,Inter,1,3,A
28/08/2021,Lazio,Spezia,6,1,H
28/08/2021,Atalanta,Bologna,0,0,D
28/08/2021,Juventus,Empoli,0,1,A
28/08/2021,Fiorentina,Torino,2,1,H
29/08/2021,Sassuolo,Sampdoria,0,0,D
29/08/2021,Genoa,Napoli,1,2,A
29/08/2021,Salernitana,AS Roma,0,4,A
29/08/2021,AC Milan,Cagliari,4,1,H
11/09/2021,Empoli,Venezia,1,2,A
11/09/2021,Napoli,Juventus,2,1,H
11/09/2021,Atalanta,Fiorentina,1,2,A
12/09/2021,Sampdoria,Inter,2,2,D
12/09/2021,Torino,Salernitana,4,0,H
12/09/2021,Spezia,Udinese,0,1,A
12/09/2021,Cagliari,Genoa,2,3,A
12/09/2021,AC Milan,Lazio,2,0,H
12/09/2021,AS Roma,Sassuolo,2,1,H
13/09/2021,Bologna,Hellas Verona,1,0,H
17/09/2021,Sassuolo,Torino,0,1,A
18/09/2021,Genoa,Fiorentina,1,2,A
18/09/2021,Inter,Bologna,6,1,H
18/09/2021,Salernitana,Atalanta,0,1,A
19/09/2021,Empoli,Sampdoria,0,3,A
19/09/2021,Venezia,Spezia,1,2,A
19/09/2021,Lazio,Cagliari,2,2,D
19/09/2021,Hellas Verona,AS Roma,3,2,H
19/09/2021,Juventus,AC Milan,1,1,D
20/09/2021,Udinese,Napoli,0,4,A
21/09/2021,Bologna,Genoa,2,2,D
21/09/2021,Fiorentina,Inter,1,3,A
21/09/2021,Atalanta,Sassuolo,2,1,H
22/09/2021,Spezia,Juventus,2,3,A
22/09/2021,Salernitana,Hellas Verona,2,2,D
22/09/2021,AC Milan,Venezia,2,0,H
22/09/2021,Cagliari,Empoli,0,2,A
